ID,Start time,Completion time,Email,Name,What is your district of residence?,What is your age?,What's your gender?,What is your current industry experience Level? ,What is your Working Culture?,Select your working district,What is your Role in your company?,Does your Company have a Sri Lankan office?,Is your company salary pegged?,Do you have any working experience in Global Software Development?,Are the Consequences of COVID-19 affect your Productivity in global Software Development?,What are the Productivity affecting issues you faced during the COVID-19 time?,How did you maintain your Productivity at a good level during the COVID-19 time?,Is Health-related problems affect your Productivity in Global Software Development?,What are the health issues you face regularly?,Are the Consequences of Sri Lanka’s economic crisis affect your Productivity in Global Software Development?,What are the Productivity affecting issues you are facing during this Sri Lanka’s economic crisis Period?,How do you maintain your Productivity during this Sri Lanka’s economic crisis time?,Is your lack of Individual Soft skills affect your Productivity in global Software Development?,What are the soft skills you think that can support and increase your Productivity?,Is your low Paying Structure affect your Productivity in global Software Development?,Are your slowest Equipment or Tools (Gadgets) increase your Productivity in global Software Development?,Are the Tools (equipment or gadgets) provided by your Company?,Rate your computer speed.,Is your slow Network Quality affect your Productivity in global Software Development?,What type of network provider are you using for your work?,Rate the Internet speed.,"Is your distractive Workplace Ergonomics affect your Productivity in global Software Development?
(If you are working from your home please consider your home is your workplace)
",Are poor Training & Career Development Opportunities affect your Productivity in global Software Development?,Is your Work Pressure affect your Productivity in global Software Development?,Does Distraction at the workplace affect your Productivity in global Software Development?,What kind of Distractions Do you have in your workplace?,Is lack of Technical Skills in New Technologies affect your Productivity in global Software Development?,How do you maintain your productivity without familiarity in new technologies?,Language issues,Lack of Management of time Difference,Please Mention any other factors except the above (If you have any)?,Are the Consequences of COVID-19 affect your Productivity in Software Development Process?,What are the Productivity affecting issues you faced during the COVID-19 time?2,How did you maintain your Productivity at a good level during the COVID-19 time?2,Is Health-related problems affect your Productivity in Software Development Process?,What are the health issues you face regularly?2,Are the Consequences of Sri Lanka’s economic crisis affect your Productivity in Software Development Process?,What are the Productivity affecting issues you are facing during this Sri Lanka’s economic crisis Period?2,How do you maintain your Productivity during this Sri Lanka’s economic crisis time?2,Is your lack of Individual Soft skills affect your Productivity in software Development process?,What are the soft skills you think that can support and increase your Productivity?2,Is your low Paying Structure affect your Productivity in Software Development Process?,Are your slowest Equipment or Tools (Gadgets) increase your Productivity in Software Development Process?,Are the Tools (equipment or gadgets) provided by your Company?2,Rate your computer speed.2,Is your low Network Quality affect your Productivity in Software Development process?,What type of network provider are you using for your work?2,Rate the Internet speed.2,"Is your distractive Workplace Ergonomics affect your Productivity in Software Development process? 
(If you are working from your home please consider your home is your workplace)",Are your poor Training & Career Development Opportunities affect your Productivity in Software Development Process?,Is your Work Pressure affect your Productivity in Software Development Process?,Does Distraction at the workplace affect your Productivity in Software Development process?,What kind of Distraction Do you have in your workplace?,Is lack of Technical Skills in New Technologies affect your Productivity in Software Development process?,How do you maintain your productivity without familiarity in new technologies?2,Please Mention any other factors except the above (If you have any)?2,Monthly Salary,Technology Platform,Temperature at the workplace,Air Quality at the workplace,Lighting at the workplace,Hydration Level at the Workplace,Working Space Layout and Design,Flexibility level at workplace,Duration of the software project,Network Quality at workplace,Lack of Control,Lack of culture understanding in teams,Lack of trust,Geographical Distance,Job Security,Lack of Knowledge management and transfer among teams,Relationship with Colleagues and Senior employees,Outing with staffs,Leisure-time activities,Arrange some Free Certifacate Courses,Knowledge Sharing Sessions,Rate your own individual productivity level (from your own perspective).,What is your average line of code per day?,How many average story points do you burn in one day?,How often does your code fail in the testing phase?,How often do you take extra time to complete your tasks?
68,11/14/2022 15:55,11/14/2022 16:00,anonymous,,Colombo,26,Female,Less than 2 years,Work from Home,,DevOps Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Using free time to do certain courses to improve knowledge ,No,,No,,Focusing on work and delivering the best I can to gain a good recognition.,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Problem-Solving Skills;Time Management Skills;,Yes,Yes,Yes,5,Yes,Dialog,3,Yes,Yes,Yes,No,,Yes,,,Very Good,Good,Good,Very Good,Very Good,Very Good,Good,Neutral,Neutral,Neutral,,,,,Very Good,,Very Good,Good,Good,Good,Very Good,Good,101-200 lines,3 points,Sometimes,Rarely
69,11/14/2022 16:17,11/14/2022 16:26,anonymous,,Galle,24,Female,Internship,Work from Home,,Software Engineer,Yes,Yes,Yes,No,,Using online platforms that the company uses for their communication,No,,No,,"Most of the time I worked from home. Therefore, transportation costs, and food costs are reduced.",No,Communication Skills;Teamwork Skills;Leadership Skills;Work Ethic;Critical Thinking Skills;Problem-Solving Skills;Time Management Skills;,No,Yes,No,4,Yes,Dialog,4,Yes,Yes,Yes,No,,Yes,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Yes,No,Yes,No,Very Good,Yes,Neutral,Very Bad,Neutral,Very Good,Very Good,Bad,26-50 lines,1 point,Always,Often
70,11/14/2022 18:47,11/14/2022 18:56,anonymous,,Colombo,25,Male,Less than 2 years,Hybrid,Colombo,Data Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,"Used an app to measure productivity
Sub tasking",No,,No,,"Wfh as fuel is limited
Started working earlier to cover up the power cut time slots",No,Communication Skills;Adaptability Skills;Work Ethic;,No,Yes,No,5,Yes,Dialog,4,Yes,Yes,Yes,Yes,In wfh environment there are lot of disyractions,Yes,,,Neutral,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,,,,,Very Good,,Very Good,Good,Good,Neutral,Very Good,Good,51-100 lines,3 points,Sometimes,Rarely
71,11/16/2022 1:56,11/16/2022 2:19,anonymous,,Hambantota,27,Male,Internship,Work from Home,,Software Developer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I worked with multiple screens. So I can save time.,Yes,Headache.,No,,I did not yet work in an economic crisis time.,No,Communication Skills;Critical Thinking Skills;Creativity Skills;Problem-Solving Skills;Time Management Skills;Adaptability Skills;,No,Yes,No,4,Yes,Hutch,4,Yes,Yes,Yes,No,,No,I have worked with familiar technologies in the industry.,,Neutral,Good,Bad,Neutral,Good,Neutral,Good,Good,Bad,Good,,,,,Neutral,,Good,Neutral,Very Bad,Very Bad,Good,Very Bad,0-25 lines,1 point,Always,Always
72,11/16/2022 9:11,11/16/2022 9:15,anonymous,,Polonnaruwa,25,Male,Internship,Work from Home,,Software Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No idea,Yes,Eye problems,Yes,Many difficulties,,Yes,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Work Ethic;,Yes,Yes,Yes,4,Yes,Airtel,3,Yes,Yes,Yes,No,,Yes,,,Very Good,Very Good,Very Good,Very Good,Good,Good,Good,Good,Good,Good,,,,,Good,,Good,Good,Neutral,Good,Good,Neutral,51-100 lines,3 points,Rarely,Often
73,11/19/2022 16:01,11/19/2022 16:10,anonymous,,Gampaha,23,Male,Less than 2 years,Hybrid,Colombo,Software Developer,Yes,Yes,Yes,No,,By working in hybrid system.,No,,No,,Economic crisis not affected for my productivity since we did our work hybrid.,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Work Ethic;Adaptability Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,Yes,Yes,Yes,3,Yes,SLTMobitel,4,Yes,Yes,Yes,Yes,"In company premises, most of the time my colleagues talk with myself, so I cannot concentrate my work continuously.",Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Good,Good,Good,Good,Good,Good,Neutral,Neutral,No,No,No,Yes,Good,Yes,Good,Good,Neutral,Bad,Bad,Bad,26-50 lines,2 points,Often,Always
74,11/22/2022 9:47,11/22/2022 9:59,anonymous,,Matale,25,Male,2 to 4 years,Hybrid,Colombo,Project Lead,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Having a better environment to work with peace of mind,Yes,Back pain,Yes,"Network stability issues,Difficulties in purchasing Hardware products, Difficulties in selling the product ",,Yes,Time Management Skills;Teamwork Skills;Interpersonal Skills;,Yes,Yes,Yes,3,Yes,Dialog,3,Yes,Yes,Yes,Yes,Person interruptions ,Yes,,,Neutral,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,,,,,Good,,Neutral,Good,Bad,Bad,Neutral,Bad,26-50 lines,2 points,Often,Often
75,11/22/2022 10:35,11/22/2022 10:40,anonymous,,Batticaloa,23,Male,Internship,Hybrid,Gampaha,Software Engineer,Yes,Yes,Yes,Yes,non,,No,,No,,none,No,Teamwork Skills;Interpersonal Skills;Communication Skills;Leadership Skills;Critical Thinking Skills;Adaptability Skills;Creativity Skills;Time Management Skills;Problem-Solving Skills;Work Ethic;,Yes,No,Yes,5,No,Company WIFI,5,No,No,No,No,,No,non,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,Good,No,Good,Good,Good,Good,Good,Neutral,51-100 lines,3 points,Rarely,Rarely
76,11/22/2022 13:40,11/22/2022 13:48,anonymous,,Kurunegala,25,Female,Less than 2 years,Hybrid,Colombo,Business intelligence Analyst ,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Due to COVID it's work from home . Therefore teams combined and do the work according to plan while maintaining productivity ,No,,Yes,Due to price increase we have pay extra for transportion provide by company. It's tiring to use public transport after a long day work,,No,Communication Skills;Critical Thinking Skills;Teamwork Skills;Problem-Solving Skills;Time Management Skills;Leadership Skills;Interpersonal Skills;,No,Yes,Yes,4,Yes,Dialog,4,Yes,Yes,Yes,Yes,Because of open space for office it bit noisy and couldn't focus ,Yes,,,Neutral,Very Good,Good,Good,Good,Good,Neutral,Good,Good,Good,,,,,Good,,Good,Good,Good,Good,Very Good,Good,51-100 lines,3 points,Sometimes,Rarely
77,11/22/2022 16:00,11/22/2022 16:34,anonymous,,Colombo,28,Male,Less than 2 years,Work from Home,,Networks and Systems Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Contacting delays with team members, lack of face to face brainstorming sessions,",,Yes,Absence of team members due to covid 19,Yes,"Power failures, higher internet rates",,No,Communication Skills;Teamwork Skills;Critical Thinking Skills;Problem-Solving Skills;Time Management Skills;,Yes,Yes,Yes,3,Yes,SLTMobitel,3,Yes,Yes,Yes,No,,Yes,,,Neutral,Good,Neutral,Good,Neutral,Good,Good,Neutral,Bad,Neutral,,,,,Neutral,,Good,Neutral,Bad,Good,Good,Bad,26-50 lines,2 points,Often,Often
78,11/23/2022 9:26,11/23/2022 9:32,anonymous,,Colombo,25,Female,Internship,Work from Home,,Software Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,no,,Yes,No,Yes,No,,Yes,Critical Thinking Skills;Adaptability Skills;Problem-Solving Skills;Time Management Skills;,Yes,Yes,Yes,4,Yes,SLTMobitel,4,Yes,Yes,Yes,Yes,No,Yes,,,Neutral,Good,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,Good,,Bad,Bad,Bad,Neutral,Neutral,Bad,26-50 lines,2 points,Often,Often
79,11/26/2022 15:39,11/26/2022 15:46,anonymous,,Gampaha,26,Male,Internship,Work from Office,Colombo,Computer Support Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Using video conferencing tools,No,,Yes,"Price of Lptops and xomputers, Price of Bus fair",,Yes,Time Management Skills;Work Ethic;Teamwork Skills;Interpersonal Skills;Communication Skills;,No,Yes,Yes,2,Yes,Dialog,4,Yes,No,Yes,Yes,"High light beam, machine noises",Yes,,,Bad,Bad,Very Good,Neutral,Very Good,Good,Neutral,Neutral,Neutral,Good,,,,,Good,,Good,Good,Bad,Bad,Bad,Bad,26-50 lines,2 points,Always,Always
80,11/28/2022 23:46,11/28/2022 23:53,anonymous,,Jaffna,26,Female,Internship,Work from Home,,Quality Assurance,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Can't get direct guidance ,,No,,Yes,Cost of living in out district for a job is increased heavily ,,Yes,Communication Skills;Teamwork Skills;,No,No,No,4,Yes,Dialog,3,No,No,Yes,Yes,Frequent Power cut ,Yes,,,Neutral,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,Neutral,,Good,Good,Good,Neutral,Good,Neutral,51-100 lines,3 points,Rarely,Rarely
81,11/29/2022 0:43,11/29/2022 0:48,anonymous,,Gampaha,25,Male,Internship,Work from Home,,Software Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,"Frequent meetings, help from supervisors, personal work ethics",No,,Yes,"Accessories such as monitors are expensive, cannot go to the office often because of travel expenses",,No,Communication Skills;Teamwork Skills;Interpersonal Skills;Critical Thinking Skills;Work Ethic;Time Management Skills;,Yes,Yes,Yes,5,Yes,SLTMobitel,5,Yes,Yes,Yes,Yes,"Distractions from family members, noises of neighbors, road",Yes,,,Bad,Neutral,Neutral,Good,Good,Good,Bad,Very Good,Very Good,Very Good,,,,,Bad,,Very Good,Bad,Good,Very Bad,Neutral,Very Bad,0-25 lines,1 point,Always,Always
82,11/29/2022 5:36,11/29/2022 5:45,anonymous,,Galle,26,Male,2 to 4 years,Work from Home,,Software Engineer,Yes,No,Yes,No,,Communicating with others effectively,No,,Yes,power cuts they cause to my productivity ,,Yes,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Problem-Solving Skills;Work Ethic;Adaptability Skills;Time Management Skills;Creativity Skills;,Yes,Yes,Yes,5,Yes,SLTMobitel,5,Yes,Yes,Yes,Yes,When working in the home some conversations affect it,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Bad,Good,Neutral,Neutral,Neutral,Good,Good,Good,No,No,No,No,Good,Yes,Bad,Bad,Bad,Good,Good,Very Bad,0-25 lines,1 point,Always,Always
83,11/29/2022 13:31,11/29/2022 13:36,anonymous,,Jaffna,27,Female,2 to 4 years,Work from Home,,Software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,, ,No,,Yes, ,,No,Communication Skills;Teamwork Skills;Leadership Skills;Adaptability Skills;Time Management Skills;Creativity Skills;,No,Yes,No,4,Yes,Dialog,3,Yes,Yes,Yes,Yes, ,Yes,,,Neutral,Neutral,Good,Good,Good,Good,Good,Good,Good,Neutral,,,,,Good,,Good,Bad,Neutral,Neutral,Neutral,Neutral,51-100 lines,3 points,Rarely,Sometimes
84,11/29/2022 13:57,11/29/2022 14:12,anonymous,,Kandy,27,Male,2 to 4 years,Work from Home,,Freelancer,Yes,Yes,Yes,No,,"Since the freelancing sites offered jobs even during the COVID-19 time, could manage the situation. ",No,,Yes,"Power cut, lack of required equipment to be found in the market and their price was high were affected very much for the productivity.   ",,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Critical Thinking Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;Adaptability Skills;,Yes,Yes,No,4,Yes,SLTMobitel,4,Yes,Yes,Yes,No,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Neutral,Very Good,Very Good,Very Good,Very Good,Good,Good,Very Good,Neutral,No,No,Yes,No,Good,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,51-100 lines,3 points,Rarely,Sometimes
85,11/30/2022 7:47,11/30/2022 7:56,anonymous,,Kalutara,25,Male,Less than 2 years,Work from Home,,Software Engineer,Yes,No,Yes,Yes,I was unable to get the support of other  colleges incompany physically. It was a somekind of issue,,Yes,Back pain,Yes,Power cuts affected me,,Yes,Communication Skills;Interpersonal Skills;Teamwork Skills;Work Ethic;Problem-Solving Skills;Creativity Skills;,Yes,Yes,Yes,4,Yes,SLTMobitel,3,Yes,No,Yes,Yes,House hold distractions,Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Good,Neutral,Very Good,Neutral,Neutral,Very Bad,Very Good,Neutral,Bad,No,No,No,No,Neutral,Yes,Neutral,Good,Good,Neutral,Good,Neutral,101-200 lines,above 5 points,Rarely,Sometimes
86,11/30/2022 11:00,11/30/2022 11:06,anonymous,,Gampaha,29,Male,2 to 4 years,Work from Home,,Software Engineer,No,No,Yes,No,,Nothing ,No,,Yes,Electricity power issue ,,Yes,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Work Ethic;Adaptability Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,Yes,No,Yes,5,Yes,Dialog,3,Yes,Yes,Yes,No,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Good,Neutral,Good,Good,Good,Good,Good,Good,Good,Yes,Yes,Yes,Yes,Good,Yes,Good,Good,Good,Good,Good,Good,51-100 lines,2 points,Rarely,Sometimes
87,11/30/2022 21:18,11/30/2022 21:25,anonymous,,Ratnapura,29,Male,4 to 6 years,Work from Home,,Software Engineer,Yes,No,Yes,No,,Concentrating the works,No,,No,,Work from home,No,Critical Thinking Skills;Communication Skills;Teamwork Skills;Leadership Skills;Work Ethic;Time Management Skills;Problem-Solving Skills;Creativity Skills;Adaptability Skills;Interpersonal Skills;,No,Yes,Yes,5,No,Dialog,3,No,Yes,Yes,Yes,Comfortable ,Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,Good,Neutral,Good,Good,Good,Good,Neutral,Good,Neutral,Yes,No,Yes,No,Very Good,Yes,Bad,Bad,Bad,Very Good,Good,Bad,26-50 lines,2 points,Always,Always
88,12/1/2022 13:45,12/1/2022 13:53,anonymous,,Batticaloa,27,Male,Less than 2 years,Work from Office,Colombo,Software Engineer,Yes,No,Yes,No,,Converting Travel Time To Learn New Things,No,,Yes,Software Products Annual Cost Went High,,No,Communication Skills;Teamwork Skills;Critical Thinking Skills;Work Ethic;Creativity Skills;,No,Yes,No,3,Yes,Company WIFI,4,No,Yes,Yes,No,,Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Good,Good,Good,Good,Neutral,Good,No,No,No,Yes,Good,No,Neutral,Neutral,Bad,Bad,Bad,Bad,26-50 lines,2 points,Often,Often
89,12/1/2022 19:18,12/1/2022 19:30,anonymous,,Colombo,28,Female,4 to 6 years,Work from Home,,Software Engineer,No,Yes,Yes,Yes,During the first stage of covid we were started to work remotely and flexible hours. At that time it was hard to communicate each other and because of lacking physical contact.,,No,,No,,We do have foreign based products and customers so there are no much issues with Sri Lankan economic crisis.,Yes,Critical Thinking Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;Teamwork Skills;Communication Skills;Interpersonal Skills;Leadership Skills;Adaptability Skills;,Yes,Yes,Yes,5,Yes,SLTMobitel,4,Yes,Yes,Yes,Yes,Noises,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Good,Good,Good,Good,Neutral,Good,Good,Neutral,Very Good,Yes,Yes,Yes,No,Good,Yes,Good,Neutral,Good,Good,Good,Neutral,51-100 lines,3 points,Sometimes,Rarely
90,12/2/2022 3:52,12/2/2022 4:09,anonymous,,Kandy,41,Male,More than 6 years,Work from Home,,Software Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"in my side, it affected in positive side, I have lots of time to focus on my work. ",,Yes,"all the issues, due to no exercise.",Yes,salary deduction,,No,"Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Work Ethic;Critical Thinking Skills;Adaptability Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;learning, understanding, selecting proper technologies ;",Yes,Yes,Yes,5,Yes,SLTMobitel,3,Yes,Yes,Yes,No,,Yes,,,Neutral,Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Neutral,Good,,,,,Neutral,,Good,Neutral,Bad,Very Bad,Good,Very Bad,26-50 lines,2 points,Often,Always
91,12/2/2022 6:39,12/2/2022 6:42,anonymous,,Kandy,25,Male,Less than 2 years,Hybrid,Colombo,Software Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,-,Yes,-,No,,- ,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Work Ethic;Adaptability Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,No,Yes,Yes,5,Yes,Dialog,4,Yes,Yes,Yes,No,,Yes,,,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,,,,,Very Good,,Very Good,Very Good,Very Good,Very Good,Very Good,Good,51-100 lines,2 points,Sometimes,Sometimes
92,12/2/2022 13:36,12/2/2022 13:42,anonymous,,Gampaha,30,Male,2 to 4 years,Work from Home,,Software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Saved the travelling time to office and implemented the time to research new trends,No,,Yes,"Internet bills, power cuts",,No,Critical Thinking Skills;,Yes,Yes,Yes,4,Yes,SLTMobitel,4,Yes,Yes,Yes,No,,Yes,,New trends,Good,Neutral,Good,Good,Good,Good,Good,Good,Good,Good,,,,,Good,,Neutral,Neutral,Good,Neutral,Neutral,Neutral,51-100 lines,3 points,Often,Rarely
93,12/8/2022 11:14,12/8/2022 11:30,anonymous,,Gampaha,30,Male,4 to 6 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,No,,Keep your mental and physical health checked all the time. Relaxing and spending time with family. Not being workcoholic. Give time to yourself. ,Yes,Viral flues and sicknesses like that,Yes,Not able to enjoy the life because of cost of living. When our minds are not relaxed we couldn’t focus on work. ,,Yes,Communication Skills;Teamwork Skills;Leadership Skills;Interpersonal Skills;Critical Thinking Skills;Work Ethic;Problem-Solving Skills;Creativity Skills;Time Management Skills;Adaptability Skills;,Yes,Yes,Yes,4,Yes,Dialog,4,Yes,Yes,Yes,Yes,When working from home. Family members needs help. Specially parents and wife. Had to help then in the middle of working hours,Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Very Good,Neutral,Neutral,Good,Good,Good,Very Good,Very Good,Good,Yes,Yes,Yes,Yes,Good,Yes,Very Good,Neutral,Neutral,Neutral,Good,Neutral,51-100 lines,2 points,Often,Rarely
94,12/9/2022 17:23,12/9/2022 17:28,anonymous,,Kalutara,24,Male,Less than 2 years,Work from Home,,Software Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Lack of interaction 
",,Yes,"Bad posture, low mobility related issues",Yes,Power cuts,,No,Teamwork Skills;Critical Thinking Skills;Work Ethic;Time Management Skills;,No,Yes,Yes,5,Yes,Dialog,3,Yes,Yes,Yes,Yes,Home environment ,Yes,,,Very Good,Good,Neutral,Good,Bad,Bad,Bad,Good,Neutral,Bad,,,,,Good,,Neutral,Neutral,Bad,Good,Good,Neutral,51-100 lines,3 points,Rarely,Often
95,1/14/2023 22:02,1/14/2023 22:10,anonymous,,Kurunegala,25,Female,Internship,Work from Home,,Software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,The comfortability of working from home can lead to over comfort in employees ,,No,,Yes,The continuous powercuts,,Yes,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Work Ethic;Problem-Solving Skills;Creativity Skills;Time Management Skills;Adaptability Skills;Self learning ;,Yes,Yes,Yes,5,Yes,Dialog,3,Yes,Yes,Yes,Yes,Noise distraction ,Yes,,,Very Good,Very Good,Neutral,Very Good,Very Good,Very Good,Neutral,Very Good,Very Good,Bad,,,,,Good,,Neutral,Very Bad,Good,Very Good,Very Good,Neutral,51-100 lines,2 points,Often,Rarely
96,2/15/2023 15:21,2/15/2023 15:24,anonymous,,Batticaloa,30,Female,4 to 6 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,Critical Thinking Skills;Leadership Skills;,Yes,Yes,Yes,5,No,Company WIFI,4,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Good,Good,Good,Good,Bad,Bad,Yes,Yes,Yes,Yes,Good,Yes,Neutral,Neutral,Good,Good,Good,Neutral,51-100 lines,3 points,Often,Often
97,2/15/2023 21:37,2/15/2023 21:43,anonymous,,Ampara,29,Male,2 to 4 years,Work from Home,,Software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,,,Yes,Communication Skills;Teamwork Skills;Interpersonal Skills;Critical Thinking Skills;Problem-Solving Skills;Time Management Skills;,No,Yes,Yes,4,Yes,Dialog,3,Yes,Yes,Yes,Yes,,Yes,,,Neutral,Good,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,Good,,Good,Neutral,Neutral,Neutral,Neutral,Neutral,101-200 lines,2 points,Rarely,Often
98,2/15/2023 22:28,2/15/2023 22:36,anonymous,,Hambantota,26,Female,Internship,Work from Home,,Software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Fever,No,,,Yes,Communication Skills;Teamwork Skills;Adaptability Skills;Problem-Solving Skills;Time Management Skills;,Yes,Yes,Yes,3,Yes,Company WIFI,3,Yes,Yes,Yes,Yes,,Yes,,,Neutral,Good,Neutral,Good,Very Good,Good,Very Good,Very Good,Very Good,Good,,,,,Very Good,,Very Good,Good,Very Good,Neutral,Neutral,Neutral,101-200 lines,3 points,Rarely,Often
99,2/15/2023 22:39,2/15/2023 22:46,anonymous,,Colombo,23,Female,Internship,Work from Home,,Quality Assurance,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,,,Yes,Communication Skills;Teamwork Skills;Leadership Skills;Work Ethic;Adaptability Skills;Problem-Solving Skills;Time Management Skills;Critical Thinking Skills;,Yes,Yes,Yes,3,Yes,SLT Fiber ,4,Yes,Yes,Yes,No,,Yes,,,Neutral,Good,Bad,Good,Good,Good,Neutral,Very Good,Neutral,Good,,,,,Good,,Good,Good,Neutral,Neutral,Good,Bad,26-50 lines,2 points,Often,Often
100,2/15/2023 22:46,2/15/2023 22:53,anonymous,,Matale,25,Male,2 to 4 years,Hybrid,Colombo,Project Manager,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Virtual team events to stay productive ,Yes,Back pain,No,,Limiting the unnecessary expenses,Yes,Communication Skills;Interpersonal Skills;Teamwork Skills;Critical Thinking Skills;Leadership Skills;Problem-Solving Skills;Time Management Skills;Adaptability Skills;Work Ethic;Creativity Skills;,No,Yes,Yes,4,Yes,Dialog,3,Yes,Yes,Yes,No,,Yes,,,Good,Good,Good,Good,Neutral,Good,Neutral,Neutral,Very Bad,Neutral,,,,,Good,,Good,Good,Bad,Bad,Neutral,Bad,26-50 lines,1 point,Often,Always
